0	0	0	0	0	0
256	0	0	192	2	0
512	0	0	405	5	0
768	0	0	635	7	1
1024	0	0	864	9	1
1280	0	0	1098	11	1
1536	0	0	1342	13	1
1792	0	0	1579	15	1
2048	0	0	1805	18	1
2303	0	0	2038	20	1
2559	0	0	2283	22	1
2815	0	0	2507	24	1
3071	0	0	2768	27	1
3327	0	0	2992	29	1
3583	0	0	3273	32	1
3839	0	0	3551	34	1
4095	0	0	3781	36	1
0	256	0	15	228	1
256	256	0	212	220	1
512	256	0	389	235	1
768	256	0	662	226	1
1024	256	0	899	228	1
1280	256	0	1131	230	1
1536	256	0	1385	235	1
1792	256	0	1619	238	1
2048	256	0	1842	240	1
2303	256	0	2074	245	1
2559	256	0	2323	247	1
2815	256	0	2561	251	2
3071	256	0	2815	257	2
3327	256	0	3042	258	2
3583	256	0	3317	261	2
3839	256	0	3596	263	2
4095	256	0	3826	268	2
0	512	0	29	447	1
256	512	0	228	456	1
512	512	0	449	459	1
768	512	0	677	461	1
1024	512	0	916	466	1
1280	512	0	1159	470	2
1536	512	0	1408	475	2
1792	512	0	1639	478	2
2048	512	0	1866	481	2
2303	512	0	2104	487	2
2559	512	0	2348	493	2
2815	512	0	2573	491	2
3071	512	0	2826	500	2
3327	512	0	3071	504	2
3583	512	0	3342	505	2
3839	512	0	3614	510	2
4095	512	0	3870	514	2
0	768	0	43	692	2
256	768	0	244	701	2
512	768	0	465	698	2
768	768	0	698	710	2
1024	768	0	938	711	2
1280	768	0	1176	718	2
1536	768	0	1424	720	2
1792	768	0	1653	729	2
2048	768	0	1882	732	2
2303	768	0	2120	734	2
2559	768	0	2373	743	2
2815	768	0	2604	745	2
3071	768	0	2855	748	2
3327	768	0	3106	759	2
3583	768	0	3359	762	3
3839	768	0	3634	765	3
4095	768	0	3881	769	3
0	1024	0	56	939	2
256	1024	0	260	956	2
512	1024	0	484	958	2
768	1024	0	713	966	2
1024	1024	0	957	969	2
1280	1024	0	1198	976	2
1536	1024	0	1449	976	2
1792	1024	0	1677	985	2
2048	1024	0	1905	994	3
2303	1024	0	2146	994	3
2559	1024	0	2396	1004	3
2815	1024	0	2619	1005	3
3071	1024	0	2885	1013	3
3327	1024	0	3124	1019	3
3583	1024	0	3377	1022	3
3839	1024	0	3656	1024	3
4095	1024	0	3891	1028	3
0	1280	0	69	1186	2
256	1280	0	274	1205	2
512	1280	0	501	1215	3
768	1280	0	732	1213	3
1024	1280	0	973	1218	3
1280	1280	0	1219	1227	3
1536	1280	0	1462	1234	3
1792	1280	0	1690	1239	3
2048	1280	0	1924	1247	3
2303	1280	0	2166	1247	3
2559	1280	0	2410	1253	3
2815	1280	0	2645	1266	3
3071	1280	0	2902	1275	3
3327	1280	0	3147	1271	3
3583	1280	0	3406	1281	3
3839	1280	0	3698	1289	3
4095	1280	0	3898	1284	4
0	1536	0	82	1451	3
256	1536	0	288	1469	3
512	1536	0	514	1471	3
768	1536	0	751	1477	3
1024	1536	0	996	1485	3
1280	1536	0	1237	1488	3
1536	1536	0	1483	1497	3
1792	1536	0	1709	1499	3
2048	1536	0	1947	1506	3
2303	1536	0	2183	1510	3
2559	1536	0	2425	1518	3
2815	1536	0	2654	1522	4
3071	1536	0	2920	1523	4
3327	1536	0	3164	1541	4
3583	1536	0	3422	1536	4
3839	1536	0	3702	1543	4
4095	1536	0	3904	1530	4
0	1792	0	95	1679	3
256	1792	0	303	1697	3
512	1792	0	534	1718	3
768	1792	0	766	1718	3
1024	1792	0	1018	1726	3
1280	1792	0	1256	1729	4
1536	1792	0	1500	1731	4
1792	1792	0	1731	1738	4
2048	1792	0	1970	1744	4
2303	1792	0	2209	1749	4
2559	1792	0	2448	1757	4
2815	1792	0	2687	1760	4
3071	1792	0	2943	1771	4
3327	1792	0	3185	1774	4
3583	1792	0	3445	1777	4
3839	1792	0	3724	1782	4
4095	1792	0	3914	1761	4
0	2048	0	108	1928	4
256	2048	0	319	1943	4
512	2048	0	551	1954	4
768	2048	0	791	1969	4
1024	2048	0	1040	1973	4
1280	2048	0	1272	1973	4
1536	2048	0	1519	1982	4
1792	2048	0	1753	1987	4
2048	2048	0	1987	1991	4
2303	2048	0	2224	1999	4
2559	2048	0	2464	2002	4
2815	2048	0	2703	2007	4
3071	2048	0	2965	2012	4
3327	2048	0	3206	2025	5
3583	2048	0	3459	2031	5
3839	2048	0	3750	2036	5
4095	2048	0	3926	2002	5
0	2303	0	121	2166	4
256	2303	0	335	2184	4
512	2303	0	568	2200	4
768	2303	0	801	2202	4
1024	2303	0	1054	2209	4
1280	2303	0	1295	2217	4
1536	2303	0	1540	2220	4
1792	2303	0	1762	2232	4
2048	2303	0	2004	2240	5
2303	2303	0	2242	2240	5
2559	2303	0	2483	2248	5
2815	2303	0	2723	2256	5
3071	2303	0	2980	2258	5
3327	2303	0	3221	2261	5
3583	2303	0	3487	2279	5
3839	2303	0	3772	2282	5
4095	2303	0	3935	2234	5
0	2559	0	135	2427	4
256	2559	0	352	2440	4
512	2559	0	584	2444	4
768	2559	0	821	2452	4
1024	2559	0	1075	2469	5
1280	2559	0	1314	2469	5
1536	2559	0	1554	2471	5
1792	2559	0	1784	2474	5
2048	2559	0	2026	2486	5
2303	2559	0	2268	2504	5
2559	2559	0	2516	2509	5
2815	2559	0	2746	2508	5
3071	2559	0	3002	2516	5
3327	2559	0	3258	2534	6
3583	2559	0	3515	2533	5
3839	2559	0	3789	2540	6
4095	2559	0	3954	2480	5
0	2815	0	148	2665	5
256	2815	0	367	2676	5
512	2815	0	605	2700	5
768	2815	0	844	2704	5
1024	2815	0	1093	2704	5
1280	2815	0	1336	2717	5
1536	2815	0	1577	2723	5
1792	2815	0	1805	2728	5
2048	2815	0	2045	2732	5
2303	2815	0	2291	2753	5
2559	2815	0	2538	2756	5
