0	0	0	0	0	0
256	0	0	166	2	1
512	0	0	333	7	2
768	0	0	483	13	3
1024	0	0	644	19	6
1280	0	0	848	26	8
1536	0	0	1035	33	11
1792	0	0	1228	41	14
2048	0	0	1424	48	17
2303	0	0	1608	56	20
2559	0	0	1810	65	24
2815	0	0	2007	73	27
3071	0	0	2213	82	30
3327	0	0	2410	90	34
3583	0	0	2615	98	37
3839	0	0	2837	107	41
4095	0	0	3033	115	44
0	256	0	76	208	7
256	256	0	222	219	9
512	256	0	341	236	12
768	256	0	549	238	15
1024	256	0	754	243	18
1280	256	0	926	251	21
1536	256	0	1112	261	24
1792	256	0	1311	271	27
2048	256	0	1503	281	31
2303	256	0	1686	290	34
2559	256	0	1891	301	38
2815	256	0	2090	310	41
3071	256	0	2301	320	45
3327	256	0	2490	329	48
3583	256	0	2698	339	52
3839	256	0	2919	350	56
4095	256	0	3115	360	60
0	512	0	98	426	18
256	512	0	283	436	21
512	512	0	457	444	24
768	512	0	632	453	27
1024	512	0	815	464	30
1280	512	0	992	473	33
1536	512	0	1183	484	37
1792	512	0	1381	495	40
2048	512	0	1568	505	44
2303	512	0	1752	515	48
2559	512	0	1962	526	51
2815	512	0	2165	537	55
3071	512	0	2372	547	59
3327	512	0	2563	559	63
3583	512	0	2774	569	66
3839	512	0	2995	580	70
4095	512	0	3186	591	74
0	768	0	150	644	30
256	768	0	339	652	33
512	768	0	516	665	37
768	768	0	694	676	40
1024	768	0	874	686	43
1280	768	0	1055	697	47
1536	768	0	1246	708	51
1792	768	0	1443	720	54
2048	768	0	1632	731	58
2303	768	0	1819	742	62
2559	768	0	2031	753	65
2815	768	0	2234	765	69
3071	768	0	2440	776	73
3327	768	0	2635	787	77
3583	768	0	2854	800	81
3839	768	0	3072	810	85
4095	768	0	3258	822	88
0	1024	0	207	868	43
256	1024	0	399	880	47
512	1024	0	578	894	51
768	1024	0	755	904	54
1024	1024	0	939	916	58
1280	1024	0	1121	926	61
1536	1024	0	1316	941	65
1792	1024	0	1508	952	69
2048	1024	0	1697	965	73
2303	1024	0	1888	976	76
2559	1024	0	2106	989	80
2815	1024	0	2302	1002	84
3071	1024	0	2509	1015	88
3327	1024	0	2709	1026	91
3583	1024	0	2924	1038	96
3839	1024	0	3140	1051	100
4095	1024	0	3323	1061	103
0	1280	0	265	1090	56
256	1280	0	457	1103	61
512	1280	0	637	1118	65
768	1280	0	814	1130	68
1024	1280	0	1004	1143	72
1280	1280	0	1187	1156	76
1536	1280	0	1380	1166	79
1792	1280	0	1567	1178	82
2048	1280	0	1758	1192	86
2303	1280	0	1956	1204	90
2559	1280	0	2171	1216	94
2815	1280	0	2368	1231	98
3071	1280	0	2571	1241	102
3327	1280	0	2785	1257	106
3583	1280	0	2993	1270	110
3839	1280	0	3201	1284	114
4095	1280	0	3395	1297	118
0	1536	0	325	1336	71
256	1536	0	518	1349	75
512	1536	0	700	1364	79
768	1536	0	877	1378	83
1024	1536	0	1068	1389	86
1280	1536	0	1253	1401	90
1536	1536	0	1447	1417	94
1792	1536	0	1636	1430	98
2048	1536	0	1829	1442	101
2303	1536	0	2029	1452	105
2559	1536	0	2238	1466	109
2815	1536	0	2435	1479	113
3071	1536	0	2644	1491	117
3327	1536	0	2854	1503	121
3583	1536	0	3062	1517	125
3839	1536	0	3271	1533	130
4095	1536	0	3469	1544	134
0	1792	0	387	1582	86
256	1792	0	582	1593	90
512	1792	0	764	1607	94
768	1792	0	946	1622	98
1024	1792	0	1136	1631	101
1280	1792	0	1323	1644	105
1536	1792	0	1514	1658	109
1792	1792	0	1704	1672	113
2048	1792	0	1903	1685	117
2303	1792	0	2105	1698	121
2559	1792	0	2312	1714	125
2815	1792	0	2507	1726	129
3071	1792	0	2726	1742	133
3327	1792	0	2930	1752	137
3583	1792	0	3133	1766	141
3839	1792	0	3336	1777	146
4095	1792	0	3546	1792	150
0	2048	0	448	1822	101
256	2048	0	645	1837	105
512	2048	0	827	1853	109
768	2048	0	1012	1865	113
1024	2048	0	1205	1881	117
1280	2048	0	1390	1891	120
1536	2048	0	1575	1905	124
1792	2048	0	1769	1919	128
2048	2048	0	1973	1935	132
2303	2048	0	2174	1950	136
2559	2048	0	2381	1965	141
2815	2048	0	2578	1978	144
3071	2048	0	2804	1995	149
3327	2048	0	3002	2009	153
3583	2048	0	3199	2021	158
3839	2048	0	3415	2038	162
4095	2048	0	3620	2049	166
0	2303	0	508	2078	116
256	2303	0	705	2093	121
512	2303	0	888	2110	124
768	2303	0	1075	2119	128
1024	2303	0	1270	2135	132
1280	2303	0	1456	2148	136
1536	2303	0	1642	2162	140
1792	2303	0	1837	2175	144
