0	0	0	0	0	0
256	0	0	219	1	0
512	0	0	438	2	0
768	0	0	657	3	0
1024	0	0	872	4	0
1280	0	0	1088	6	0
1536	0	0	1312	7	0
1792	0	0	1542	8	0
2048	0	0	1768	9	0
2303	0	0	1987	10	0
2559	0	0	2226	11	0
2815	0	0	2452	12	0
3071	0	0	2676	13	0
3327	0	0	2905	15	0
3583	0	0	3138	15	0
3839	0	0	3370	16	0
4095	0	0	3599	17	0
0	256	0	17	226	0
256	256	0	236	229	0
512	256	0	457	231	0
768	256	0	676	232	0
1024	256	0	892	234	0
1280	256	0	1110	235	0
1536	256	0	1335	236	0
1792	256	0	1566	238	0
2048	256	0	1791	239	0
2303	256	0	2011	240	0
2559	256	0	2250	241	0
2815	256	0	2477	243	0
3071	256	0	2700	244	0
3327	256	0	2930	245	0
3583	256	0	3165	246	0
3839	256	0	3397	248	0
4095	256	0	3625	250	0
0	512	0	34	461	1
256	512	0	253	465	0
512	512	0	475	467	0
768	512	0	694	468	0
1024	512	0	910	470	0
1280	512	0	1128	471	0
1536	512	0	1354	472	0
1792	512	0	1585	475	0
2048	512	0	1809	477	0
2303	512	0	2031	479	0
2559	512	0	2270	481	0
2815	512	0	2496	482	0
3071	512	0	2720	484	0
3327	512	0	2950	486	0
3583	512	0	3186	487	0
3839	512	0	3416	488	0
4095	512	0	3645	489	0
0	768	0	51	693	1
256	768	0	270	698	1
512	768	0	493	701	1
768	768	0	711	702	0
1024	768	0	927	704	0
1280	768	0	1146	706	0
1536	768	0	1373	708	0
1792	768	0	1603	709	0
2048	768	0	1826	710	0
2303	768	0	2052	712	0
2559	768	0	2287	714	0
2815	768	0	2514	716	0
3071	768	0	2736	718	0
3327	768	0	2968	719	0
3583	768	0	3202	721	0
3839	768	0	3433	723	0
4095	768	0	3661	725	0
0	1024	0	68	923	1
256	1024	0	288	929	1
512	1024	0	510	931	1
768	1024	0	729	933	1
1024	1024	0	945	935	1
1280	1024	0	1165	938	0
1536	1024	0	1393	940	0
1792	1024	0	1621	941	0
2048	1024	0	1844	943	0
2303	1024	0	2072	945	0
2559	1024	0	2307	947	0
2815	1024	0	2532	948	0
3071	1024	0	2756	950	0
3327	1024	0	2990	953	0
3583	1024	0	3223	955	0
3839	1024	0	3454	957	0
4095	1024	0	3683	959	0
0	1280	0	86	1160	1
256	1280	0	306	1166	1
512	1280	0	527	1168	1
768	1280	0	747	1171	1
1024	1280	0	963	1173	1
1280	1280	0	1183	1174	1
1536	1280	0	1412	1176	1
1792	1280	0	1639	1179	1
2048	1280	0	1862	1181	0
2303	1280	0	2091	1183	0
2559	1280	0	2325	1186	0
2815	1280	0	2551	1188	0
3071	1280	0	2776	1191	0
3327	1280	0	3011	1192	0
3583	1280	0	3243	1194	0
3839	1280	0	3475	1197	0
4095	1280	0	3703	1200	0
0	1536	0	103	1405	2
256	1536	0	323	1412	1
512	1536	0	545	1414	1
768	1536	0	764	1418	1
1024	1536	0	980	1421	1
1280	1536	0	1201	1423	1
1536	1536	0	1432	1424	1
1792	1536	0	1658	1426	1
2048	1536	0	1880	1429	1
2303	1536	0	2109	1431	1
2559	1536	0	2341	1433	0
